代碼,股票,ROE_5Y,EPS_5Y,毛利率_5Y,ROE_2017,ROE_2018,ROE_2019,ROE_2020,ROE_2021,毛利率_2017,毛利率_2018,毛利率_2019,毛利率_2020,毛利率_2021,負債比_2017,負債比_2018,負債比_2019,負債比_2020,負債比_2021,稅後淨利率_2017,稅後淨利率_2018,稅後淨利率_2019,稅後淨利率_2020,稅後淨利率_2021,現金股利,成交價,董監持股,現金殖利率,ROE_Test,EPS_Test,毛利率_Test,現金殖利率_Test,成交價_Test,董監持股_Test,符合數量,正負樣本
2374,佳能,-0.73,-0.3,15.2,2.4,-5.24,-5.31,-7.03,11.52,12.64,8.46,13.33,17.05,24.5,32.02,31.91,33.42,35.43,26.2,1.84,-5.57,-5.75,-12.93,20.15,0.62,20.25,10.55,3.06,0,0,0,0,1,1,2,-1
2375,凱美,19.19,7.3,22.28,13.13,54.08,7.64,7.76,13.33,18.53,19.13,25.1,25.89,22.74,61.09,42.2,40.49,44.21,54.76,12.58,96.08,12.62,13.02,14.76,2.1,50.7,7.54,4.14,1,1,1,0,1,0,4,0
2376,技嘉,17.5,7.88,18.11,11.5,10.31,7.86,16.73,41.08,17.03,16.62,15.52,17.1,24.27,37.54,32.37,35.42,44.54,45.79,4.53,4.1,3.09,5.12,10.94,5.24,88.4,10.79,5.93,1,1,0,1,0,1,4,0
2377,微星,24.44,9.81,14.88,18.05,20.92,18.33,23.92,40.96,14.12,13.61,13.16,14.54,18.95,43.44,45.72,48.61,54.67,53.6,4.64,5.1,4.64,5.43,8.38,6.06,105.5,13.95,5.74,1,1,0,1,0,1,4,0
2379,瑞昱,28.07,15.78,44.91,15.18,18.71,26.18,31.02,49.26,42.95,44.67,43.76,42.76,50.41,58.21,57.69,62.92,62.27,61.52,8.14,9.5,11.18,11.31,15.97,12.9,269,6.21,4.8,1,1,1,0,0,0,3,0
2380,虹光,-20.98,-1.88,21.49,-25.69,-22.26,-12.71,-32.24,-11.98,21.54,24.23,22.57,17.77,21.35,31.82,42.33,45.17,59.18,61.31,-31.4,-20.05,-12.14,-22.48,-4.45,0.17,11.1,8.84,1.53,0,0,1,0,1,0,2,-1
2382,廣達,14.37,5.42,5.15,10.42,10.95,11.52,17.38,21.58,4.47,4.27,4.78,5.86,6.38,77.37,78.58,76.91,77.36,76.57,1.42,1.49,1.58,2.33,3.04,4.49,74.2,13.04,6.05,1,1,0,1,1,1,5,1
2383,台光電,23.94,10.44,24.25,24.96,14.74,25.5,24.39,30.11,24.68,19.99,24.53,25.88,26.15,42.87,45.75,47.34,39.85,45.92,11.84,7.66,13.05,13.58,14.29,6.27,160,9.23,3.92,1,1,1,0,0,0,3,0
2385,群光,19.26,7.22,17.11,17.16,14.1,22.65,20.34,22.04,17.21,14.46,17.59,18.7,17.59,58.08,59.12,55.36,56.69,56.96,6.23,4.56,7.35,6.91,7.05,5.15,80,10.47,6.44,1,1,0,1,1,1,5,1
2387,精元,7.13,2.65,13.33,2.33,1.66,3.18,16.6,11.86,16.86,11.82,10.15,15.76,12.05,40.77,42.23,53.89,61.93,58.59,1.61,1.21,1.8,6.11,4.32,1.48,37.1,32.21,3.99,0,1,0,0,1,1,3,0
2388,威盛,21.42,3.58,31.22,0.95,2.03,2.29,66.61,35.23,28.86,27.45,32.13,31.61,36.03,52.41,53.92,57.13,42.66,35.39,0.81,1.62,1.63,74.5,62.21,0.36,75.3,9.4,0.48,1,1,1,0,1,0,4,0
2390,云辰,6.63,1.06,17.01,-5.56,-7.35,-8.29,8.81,45.56,12.94,17.75,18.83,17.61,17.94,19.69,16.6,21.19,19.71,9.62,-19.69,-25.74,-29.07,36.78,241.19,0.35,12.3,29.14,2.85,0,1,0,0,1,1,3,0
2392,正崴,4.13,2.77,10.25,1.54,2.03,6.36,6.46,4.28,10.13,8.71,10.45,10.91,11.03,62.51,60.73,61.47,63.43,60.9,0.43,0.62,1.83,2.1,1.54,2,33.25,20.25,6.02,0,1,0,1,1,1,4,0
2393,億光,6.94,2.71,24.6,6.95,4.86,4.93,7.11,10.86,23.24,23.47,24.46,25.04,26.77,51.12,40.34,39.35,40.73,38.38,4.56,3.58,4.06,5.78,7.98,2.33,34.55,7,6.74,0,1,1,1,1,0,4,0
2395,研華,22.62,9.69,38.82,23.14,22.05,23.74,21.55,22.63,39.17,38.3,38.97,39.9,37.75,31.8,32.77,30.68,30.19,33.66,13.86,12.96,13.65,14.29,14.17,7.25,297,29.92,2.44,1,1,1,0,0,1,4,0
2397,友通,14.27,4.67,26.89,13.26,19.17,14.9,9.19,14.84,32.18,29.57,28.36,25.26,19.08,25.4,31.88,38.59,37.73,55.3,11.25,11.62,8.89,5.72,5.92,4.22,55.8,45.08,7.56,1,1,1,1,1,1,6,1
2399,映泰,4.17,0.41,12.95,4.26,-7.75,2,6.54,15.79,13.22,9.52,11.21,12.04,18.74,28.98,24.65,26.1,23.46,26.23,3.05,-6.27,2.01,6.92,13.03,0.7,12.15,7.53,5.76,0,1,0,1,1,0,3,0
2401,凌陽,6.04,0.66,44.1,5.17,1.39,1.8,6.32,15.54,40.13,39.7,42.81,45.6,52.28,21.04,17.27,16.69,20.61,23.19,8.08,2.35,3.19,9.65,22.06,0.78,22.6,17.36,3.45,0,1,1,0,1,1,4,0
2402,毅嘉,1.48,0.28,9.32,-4.87,2.44,3.83,2.08,3.9,1.77,7.06,11.85,13.53,12.41,42.68,38.12,30.99,39.71,36.77,-4.16,2.01,3.69,2.18,3.44,0.81,17,14.22,4.76,0,1,0,0,1,1,3,0
2404,漢唐,31.97,13,17.08,20.26,32.27,35.67,43.32,28.32,17.84,17.56,18.19,15.86,15.96,60.26,64.02,62.15,62.47,58.88,10.71,12.55,12.1,11.42,11.01,11.83,149.5,9.02,7.91,1,1,0,1,0,0,3,0
2405,浩鑫,-0.13,-0.02,25.12,-4.22,-4.04,0.23,1.82,5.58,11.85,14.64,22.79,37.31,39.01,26.31,18.67,22.4,13.17,21.16,-3.16,-3.23,0.25,3.56,10.64,0.26,12.5,7.45,2.08,0,0,1,0,1,0,2,-1
2406,國碩,-16.37,-2.67,6.73,-31.8,-36.17,0.62,-10.33,-4.15,2.72,-1.51,11.63,12.88,7.95,70.8,74.17,65.16,62.62,50.34,-21.84,-23.06,0.36,-5.87,-3.28,0.5,17.9,7.74,2.79,0,0,0,0,1,0,1,-1
2408,南亞科,17.74,8.06,40.15,37.01,26.5,6.2,5.03,13.98,44.87,55.02,31.89,25.72,43.27,12.38,9.68,7.93,7.14,9.63,73.37,46.46,18.99,12.6,26.69,3.42,47.55,29.36,7.19,1,1,1,1,1,1,6,1
2409,友達,7.62,1.84,12.02,14.24,3.6,-10.66,1.52,29.4,17.9,9.15,0.17,8.4,24.49,48.98,46.98,52.73,52.42,43.98,8.87,2.59,-8.04,1.07,17.12,0.72,0,0,0,0,1,0,0,1,0,2,-1
2412,中華電,9.51,4.55,35,10.75,9.59,8.74,8.95,9.53,35.46,35.24,34.49,34,35.81,17.19,17.27,19.07,23.13,23.74,17.6,16.92,16.27,16.72,17.67,4.49,111.5,35.29,4.03,0,1,1,0,0,1,3,0
2413,環科,-3.33,-0.43,15.14,-6.98,0.26,-11.61,-0.88,2.56,15.31,15.95,13.7,15.24,15.48,62.29,63.59,67.25,65.54,62.25,-3.55,0.12,-5.26,-0.36,1.09,0.2,23.3,30.99,0.86,0,0,0,0,1,1,2,-1
2414,精技,10.95,2.13,8.76,9.09,8.5,9.7,11.69,15.75,9.35,9,8.6,8.01,8.83,47.85,48.68,55.7,54.8,51.62,1.64,1.52,1.58,1.72,2.4,1.79,28.85,33.29,6.2,1,1,0,1,1,1,5,1
2415,錩新,7.09,1.38,26.54,7.88,6.22,3.96,4.25,13.12,27.96,25.81,23.91,24.56,30.46,58.72,55.5,59.56,62.79,71.76,6.72,5.72,3.76,4.44,12.6,0.84,24.15,9.69,3.48,0,1,1,0,1,0,3,0
2417,圓剛,8.29,1.29,50.78,-0.88,0.68,0.97,33.23,7.44,51.19,49.16,50.4,53.76,49.4,13.55,15.08,17.23,28.49,33.5,-1.45,0.98,1.32,22.94,7.82,0.49,19.45,17.31,2.52,0,1,1,0,1,1,4,0
2419,仲琦,7.26,0.86,20.77,10.23,7.38,7.43,7.24,4.03,24.04,18.37,20.19,20.94,20.29,46.9,61.04,44.09,55.54,50.78,4.82,2.94,3.39,3.92,2.29,0.87,24.5,90.7,3.55,0,1,1,0,1,1,4,0
2420,新巨,15.79,3.24,37.65,15.34,16.47,15.73,13.95,17.48,37.73,36.88,37.85,37.24,38.55,55.46,45.47,46.87,41.6,39.81,15.76,17.75,18.28,17.96,21.92,2.61,38.7,22.71,6.74,1,1,1,1,1,1,6,1
2421,建準,15.18,2.57,21.35,16.1,14.62,16.27,19.31,9.58,22.42,20.07,22.12,23.46,18.7,52.64,53.86,55.2,55.91,62.09,6.06,5.08,5.84,6.66,3.17,1.98,36.3,7.5,5.45,1,1,1,1,1,0,5,1
2423,固緯,12.41,1.97,49.83,12.91,15.11,13.35,8.52,12.17,49.53,50.39,49.99,48.35,50.91,26.99,28.35,25.06,36.92,30.39,12.3,13.32,12.21,8.63,11.1,1.5,24.85,8.94,6.04,1,1,1,1,1,0,5,1
2424,隴華,-52.63,-4.59,-316.78,-11.52,-10.86,-35.94,-75.1,-129.71,33.42,49.07,-81.33,-625.74,-959.34,1.35,3.11,59.26,77.87,53.51,-201.42,-1540.27,-476.9,-787.1,-1706.79,0,20.85,54.39,0,0,0,0,0,1,1,2,-1
2425,承啟,7.31,1.14,7.51,-3.23,14.13,7.45,10.04,8.16,1.81,9.01,7.02,9.35,10.38,13.31,13.92,27.77,33.59,39.52,-0.99,5.98,2.72,3.93,2.5,0.61,22.9,28.71,2.66,0,1,0,0,1,1,3,0
2426,鼎元,9.28,1.3,19.3,3.91,12.05,5.22,8.03,17.2,23.44,20.29,15.28,14.85,22.65,43.07,33.03,40.28,36.44,28.79,4.58,16.12,8.31,12.68,22.95,0.79,15.65,8.01,5.05,0,1,0,1,1,0,3,0
2427,三商電,5.21,0.62,29.42,3.48,5.38,5.35,5.24,6.62,25.48,27.96,30.41,32.59,30.64,53.12,49.6,51.56,49.47,50.1,2.24,3.45,3.82,3.83,4.28,0.33,11.5,53.44,2.87,0,1,1,0,1,1,4,0
2428,興勤,18.97,9.59,40.35,20.21,16.88,17.74,19.78,20.24,35.22,37.23,40.25,45.85,43.19,26.14,26.51,25.55,32.51,34.68,18.54,16.42,19.18,23.32,21.21,4.72,116,21.26,4.07,1,1,1,0,0,1,4,0
2429,銘旺科,-20.04,-1.64,10.71,-23.27,-4.08,-46.55,-23.32,-2.98,12.27,11.76,6.88,8.56,14.08,70.4,69.61,66.76,67.65,61.71,-7.34,-1.3,-13.53,-7.72,-0.96,0,11.85,27.59,0,0,0,0,0,1,1,2,-1
2430,燦坤,6.91,2.01,15.5,5.7,4.71,4.51,6.52,13.11,15.16,14.97,15.89,15.59,15.9,52.77,49.03,64.62,65.74,67.29,1.31,1.08,1.12,1.58,2.88,1.67,43.9,31.5,3.8,0,1,0,0,1,1,3,0
2431,聯昌,-0.69,-0.1,8.9,-2.36,-13.29,0.68,3.47,8.05,10.39,5.31,10.47,12.65,5.7,34.3,43.18,40.43,40.08,28.88,-1.66,-7.82,0.3,2.04,7.32,0.38,10.3,34.79,3.69,0,0,0,0,1,1,2,-1
2433,互盛電,12.49,3.9,30.21,13.48,11.59,13.43,12.3,11.67,30.31,30.41,31.88,31.62,26.83,46.48,41.86,40.21,39.33,38.89,15.24,13.31,15.06,14.59,14.58,3.58,46.85,27.31,7.64,1,1,1,1,1,1,6,1
2434,統懋,-31.59,-1.73,-28.21,-20.49,-38.23,-92.22,-2.67,-4.35,-34.9,-34.98,-97.88,8.1,18.62,44.66,55.79,79.47,39.2,18.84,-49.45,-59.31,-144.94,-4.69,-13.92,0,27.15,79.31,0,0,0,0,0,1,1,2,-1
2436,偉詮電,11.42,1.98,26.18,7.27,5.7,11.12,11.09,21.93,25.27,24.74,24.78,25.43,30.7,22.54,24.69,21.83,26.04,30.3,9.48,6.87,14.04,13.03,20.86,1.54,41.1,0,3.75,1,1,1,0,1,0,4,0
2438,翔耀,0.5,-0.32,27.32,-2.11,6.38,-6.68,2.68,2.22,36.64,29.91,25.04,19.83,25.2,20.24,17,16.21,13.16,16.18,-3.55,12.02,-12.95,5.84,4.86,0,14.25,39.55,0,0,0,1,0,1,1,3,0
2439,美律,19.07,10.74,13.85,35.08,17.33,21.94,10.44,10.57,17.47,13.31,13.85,12.54,12.09,48.01,66.77,49.61,64.07,64.11,13.58,5.81,6.95,3.83,3.57,8.21,82.6,8.36,9.94,1,1,0,1,0,0,3,0
2440,太空梭,5.76,0.5,7.42,10.07,-4.88,-3.32,19.08,7.86,9.03,5.58,6.17,8.99,7.35,53.52,55.66,55.31,42.42,43.95,3.78,-1.71,-1.33,7.35,2.49,0.13,12.7,40.19,1.02,0,1,0,0,1,1,3,0
2441,超豐,16.45,4.94,27.33,16.65,14.97,11.53,15.37,23.71,28.87,26.37,23.27,25.91,32.22,14.42,13.84,14.66,16.42,21.41,20.99,19.22,15.76,18.11,23.65,3.22,49.75,43.93,6.47,1,1,1,1,1,1,6,1
2442,新美齊,9.06,1.26,21.56,-4.28,26.9,8.37,2.84,11.46,15.6,24.55,15.61,15.56,36.48,65.27,51.78,66.25,65.84,63.65,-5.29,14.27,7.27,2.3,31.28,0.17,12.45,26.02,1.37,0,1,1,0,1,1,4,0
2443,昶虹,-32.98,-1.98,-9.78,-17.69,-31.85,-28.48,-63.08,-23.81,-6.91,0.97,-17.19,-15.75,-10.01,21.65,46.19,30.18,42.19,37.15,-35.03,-33.2,-40.39,-96.84,-52.29,0,2.8,9.33,0,0,0,0,0,1,0,1,-1
2444,兆勁,-3.9,-0.38,12.29,1.23,-9.04,-2.73,-10.39,1.41,14.99,9.22,10.51,14.37,12.34,22.35,22.42,43.84,53.75,52.93,0.86,-8.2,-1.69,-5.34,0.69,0.24,11.6,0,2.07,0,0,0,0,1,0,1,-1
2449,京元電子,11.56,2.61,28.15,9.16,7.24,11.99,13.1,16.3,29.37,25.77,27.47,27.47,30.66,39.13,48,52.43,52.17,51.71,11.35,8.62,11.91,12.56,15.5,1.99,30.55,0,6.51,1,1,1,1,1,0,5,1
2450,神腦,8.99,2.1,11.48,13.87,6.79,7.02,7.39,9.88,12.15,11.35,11.28,11.43,11.17,42.42,40.13,41.78,41.75,44.62,2.3,1.28,1.42,1.61,1.92,1.91,29.85,33.53,6.4,0,1,0,1,1,1,4,0
2451,創見,10.31,4.74,24.01,13.01,10.29,8.78,6.29,13.16,26.36,20.04,22.88,21.58,29.17,9.98,8.62,8.46,9.96,11.6,12.67,11.82,12.81,10.46,17.7,4.91,64,3.9,7.67,1,1,1,1,1,0,5,1
2453,凌群,7.1,1.34,22.78,4.97,3.43,7,9,11.11,22.3,23.49,21.05,22.77,24.27,51.35,47.39,57.97,55.83,53.36,1.81,1.27,2.11,2.9,3.66,1.12,23.8,21.94,4.71,0,1,1,0,1,1,4,0
2454,聯發科,12.96,28.02,41.38,9.48,7.76,7.88,12.02,27.67,35.63,38.53,41.85,43.94,46.94,33.84,31.9,31.46,29.75,34.38,10.1,8.73,9.42,12.86,22.67,27.9,548,2.69,5.09,1,1,1,1,0,0,4,0
2455,全新,18.85,2.92,39.49,14.06,14.77,19.17,18.58,27.67,34.79,37.55,40.87,42.13,42.11,14.8,35.51,34.77,32.81,32.42,18.45,19.26,20.32,20.14,23.7,2.82,55.5,6.08,5.08,1,1,1,1,1,0,5,1
2457,飛宏,-2.89,-0.44,12.21,0.13,-4.71,-0.76,-3.2,-5.91,11.64,10.41,14.27,12.74,11.99,47.87,51.4,48.45,54.21,57.12,0.06,-2.03,-0.36,-1.67,-2.54,1.88,35.65,28.33,5.27,0,0,0,1,1,1,3,0
2458,義隆,31.76,8.82,46.63,14.52,22.03,34.75,37.84,49.66,44.61,45.56,46.52,46.72,49.74,27.8,32.85,32.4,35.84,35.19,13.76,17.7,25.98,21.15,27.43,7.38,84.2,0,8.76,1,1,1,1,0,0,4,0
2459,敦吉,10.77,4.32,16.86,10.34,10.38,10.5,10.55,12.1,12.54,13.76,16.42,20.4,21.19,41.97,42.9,44.91,44.66,46.39,4.74,5.59,6.52,7.89,8.53,3.16,49.7,14.21,6.36,1,1,0,1,1,1,5,1
2460,建通,-0.54,-0.09,11.5,-0.03,-3.39,-8,-1.93,10.67,11.03,7.04,8.84,10.89,19.69,58.03,57.76,60.03,58.58,57.23,-0.02,-2.26,-5.56,-1.23,5.63,0.55,14,52.81,3.93,0,0,0,0,1,1,2,-1
2461,光群雷,3.05,0.82,22.3,5.72,0.69,-4.79,5.3,8.31,24.47,20.87,22.78,23.24,20.13,45.67,48.74,52.21,50.17,48.01,3.84,0.47,-3.05,3.51,5.57,0.68,17.6,8.33,3.86,0,1,1,0,1,0,3,0
2462,良得電,3.22,0.58,9.28,1.15,0.44,5.18,4.79,4.54,10.64,8.16,10.99,10.43,6.18,51.15,47.96,45.73,47.11,53.44,0.69,0.25,2.82,2.73,2.38,0.64,25.3,0,2.53,0,1,0,0,1,0,2,-1
2464,盟立,15.79,3.17,18.95,11.97,24.99,16.66,12.55,12.77,15.83,18.46,18.59,21.14,20.74,68.36,66.87,64.49,63.34,64.23,3.4,6.62,5.45,5.76,5.39,2.3,37.6,13.36,6.12,1,1,0,1,1,1,5,1
2465,麗臺,7.45,1.21,14.31,-20.04,-23.84,-8.38,8.22,81.3,13.71,14.3,13.38,12.37,17.79,71.01,76.07,79.02,81.02,62.61,-2.99,-2.48,-0.68,0.54,4.93,0.2,25.05,0,0.8,0,1,0,0,1,0,2,-1
2466,冠西電,1.11,0.12,10.92,0.01,0.21,1.62,0.38,3.32,9.54,8.02,7.88,11.79,17.36,57.34,57.08,59.41,59.6,58.24,0.01,0.13,1.2,0.51,4.09,0,31.55,10.27,0,0,1,0,0,1,1,3,0
2467,志聖,19.63,3.16,33.01,19.29,23.45,12.61,17.82,25,33.14,31.54,28.58,37.87,33.93,59.81,58.23,58.66,60.26,58.44,8.54,10.49,7.62,11.63,12.52,2.4,45.25,4.22,5.3,1,1,1,1,1,0,5,1
2468,華經,3.69,0.6,11.11,3.3,3.78,4.05,3.41,3.91,13.65,11.35,9.48,10.28,10.8,28.48,27.95,40.34,41.72,38.19,2.7,2.56,2.07,1.79,2.08,0.44,16.45,65.36,2.67,0,1,0,0,1,1,3,0
2471,資通,10.11,1.62,38.65,4.38,7.92,10.91,12.91,14.45,33.27,36.97,42.25,39.06,41.68,34.75,34.87,39.57,40.76,38.67,4.65,8.49,11.12,12.66,14.36,1.47,26.4,13.46,5.57,1,1,1,1,1,1,6,1
2472,立隆電,15.13,4.52,26.86,15.34,16.65,10.57,15.06,18.02,24.45,26.8,24.96,28.69,29.42,44.77,48.71,46,35.98,31.9,10.75,11.23,8.37,12.48,14.81,2.43,48.85,0,4.97,1,1,1,0,1,0,4,0
2474,可成,12.73,23.65,33.87,17.08,19.68,7.53,13.8,5.55,44.99,40.48,24.3,26.57,33.02,37.75,41.16,38.88,38.23,38.67,23.43,29.34,12.33,25.65,20.92,11.24,169,3.79,6.65,1,1,1,1,0,0,4,0
2476,鉅祥,8.66,2.1,27.98,8.75,6.91,7.35,6.77,13.51,29.19,26.79,26.26,28.14,29.53,30.33,31.05,33.02,35.64,36.56,8.68,6.92,7.61,7.47,11.73,1.49,45.2,9.75,3.3,0,1,1,0,1,0,3,0
2477,美隆電,14.55,2.75,21.4,9.86,4.93,12.06,5.1,40.8,25.43,19.86,22.95,22.27,16.51,38.01,39.96,43.85,65.75,48.85,9.76,4.9,10.8,5.77,43.22,1.34,18.4,24.03,7.28,1,1,1,1,1,1,6,1
2478,大毅,12.93,4.38,26.57,4.29,25.92,6.99,11.98,15.48,17.59,38.57,24.22,24.05,28.42,34.75,32.25,31.24,35.84,35.44,4.78,22.74,8.71,12.42,15.09,2.42,40.1,14.46,6.03,1,1,1,1,1,1,6,1
2480,敦陽科,16.63,4.25,25.96,11.59,15.64,16.42,17.69,21.82,26.56,29.72,24.36,24.85,24.3,41.33,46.82,45.29,50.74,47.82,7.28,8.7,8.09,8.98,9.7,4.42,80.9,8.91,5.46,1,1,1,1,0,0,4,0
2481,強茂,10.05,2.27,24.15,-2.24,12.11,7.71,13.22,19.43,22.35,22.33,21.02,23.34,31.71,63.36,57.57,58.67,59.19,50.81,-1.45,7.41,5.5,8.59,14.27,1.41,57.2,16.3,2.47,1,1,1,0,1,1,5,1
2482,連宇,-1.72,-0.21,39.7,-8.91,0.45,3.16,-4.12,0.83,41.6,39.53,41.59,39.02,36.78,32.41,33.7,35.02,35.94,28.71,-8.36,0.33,2.42,-3.77,0.79,0.19,21.5,20.88,0.88,0,0,1,0,1,1,3,0
2483,百容,5.93,1.31,21.97,6.69,6.59,6.62,3.5,6.27,29.74,22.38,20.18,21.11,16.44,39.75,34.96,34.92,38.75,41.59,9.1,7.89,8.96,4.73,7.12,1.06,29.65,15.49,3.58,0,1,1,0,1,1,4,0
2484,希華,7.05,1.4,21.48,5.85,8.68,4.03,5.32,11.35,16.71,21.44,20.09,20.55,28.62,29.15,25.36,25.24,31.74,32.08,5.27,9.66,5.28,6.25,12.56,1.18,31.8,8.85,3.71,0,1,1,0,1,0,3,0
2485,兆赫,-1.14,-0.19,6.19,0.31,4.03,-1.88,-2.39,-5.76,10.96,8.39,6.54,3.42,1.64,19.15,22.91,21.25,25.58,25.1,0.25,3.57,-1.64,-1.97,-5.91,1.16,17.75,11.4,6.54,0,0,0,1,1,1,3,0
2486,一詮,-1.76,-0.26,11.62,-4.73,-3.5,-5.95,-5.33,10.72,8.63,8.46,9.07,12.41,19.51,52.62,48.05,49.08,52.21,49.94,-3.9,-2.89,-5.06,-3.73,6.4,0.75,18.85,17.44,3.98,0,0,0,0,1,1,2,-1
2488,漢平,10.8,2.72,22.33,9.84,14.95,13.66,8.73,6.8,25.45,23.34,23.67,22.36,16.83,48.57,32.44,31.81,37.71,48.83,9.04,11.19,11.14,9.41,5.71,1.88,28.3,19.49,6.64,1,1,1,1,1,1,6,1
2489,瑞軒,6.82,1.22,9.76,-6.31,1.5,0.14,4.64,34.14,7.54,11.26,13.82,7.99,8.19,30.05,35.87,30.14,34.39,36.87,-5.03,1.21,0.11,3.4,22.59,1.2,9.62,11.73,12.47,0,1,0,1,1,1,4,0
2491,吉祥全,20.48,1.54,31.89,4.64,-5.77,86.09,11.35,6.1,23.95,23.65,-13.72,59.95,65.63,65.77,65.91,11.12,8.06,13.57,8.32,-11.67,333.31,53.65,33.72,0.1,12.4,25.97,0.81,1,1,1,0,1,1,5,1
2492,華新科,28.7,17.93,36.4,15.89,72.81,19.17,17.56,18.07,25.97,60.4,34.36,31.58,29.71,45.58,41.21,39.25,44.38,43.16,12.96,42.99,23.5,20.27,21.28,7.27,74,21.02,9.82,1,1,1,1,1,1,6,1
2493,揚博,12.54,2.57,28.17,11.02,14.66,9.57,13.13,14.32,29.7,31.9,26.33,26.45,26.48,30.54,30.18,30.24,35.49,36.48,10.83,14.29,9.21,11.87,11.68,2.4,40.1,13.68,5.99,1,1,1,1,1,1,6,1
2495,普安,2.51,0.37,44.05,2.78,2.87,4.83,-1.6,3.66,44.55,41.4,47.03,43.53,43.75,13.14,16.53,19.26,22.56,28.06,7.19,8.63,14.69,-5.79,12.28,0.42,15.25,14.33,2.75,0,1,1,0,1,1,4,0
2496,卓越,12.49,5.46,47.5,21.65,16.12,9.75,7.85,7.07,49.43,46.93,44.8,47.91,48.42,37.96,40.09,46.82,35.78,34.98,19.3,13.78,8.73,8.1,8.55,3.91,46.95,26.75,8.33,1,1,1,1,1,1,6,1
2497,怡利電,-3.78,-0.52,21.29,-5.22,-14.89,0.04,-5.88,7.06,17.58,15.72,23.25,23.23,26.65,45.85,49.05,49.5,53.14,56.19,-3.8,-11.73,0.03,-5.02,3.9,1.52,78.9,23.92,1.93,0,0,1,0,1,1,3,0
2498,宏達電,-12.4,-5.66,16.53,-39.58,30.46,-23.47,-18.55,-10.85,2.16,2.17,20.25,26.95,31.14,49.35,33.22,33.64,33.53,38.39,-27.24,50.65,-93.99,-103.74,-59.05,15.95,54.3,6.63,29.37,0,0,0,1,1,0,2,-1
2501,國建,7.55,1.51,23.74,5.31,17.47,5.62,6.08,3.26,21.08,26.01,27.21,22.61,21.81,56.8,48.04,54.44,57.31,61.41,10.12,29.67,12.05,10.85,6.76,1.18,15.9,2.85,7.42,0,1,1,1,1,0,4,0
2504,國產,9.62,1.5,11.24,14.34,2.84,5.64,11.92,13.38,6.42,7.55,6.79,16.6,18.83,39.15,42.37,42.03,38.58,37.07,17.48,3.17,6.24,13.51,13.45,0.87,24,14.34,3.62,0,1,0,0,1,1,3,0
2505,國揚,13.8,2.08,28.14,1.91,-0.64,0.68,56.47,10.59,20.52,30.75,24.17,38.7,26.58,52.18,52.4,55.75,54.25,46.61,5.25,-6.77,2.96,34.62,19.17,0.58,17.8,7.43,3.26,1,1,1,0,1,0,4,0
2506,太設,0.99,0.05,41.23,0.9,2.96,-0.57,0.4,1.25,48.84,46.63,44.01,30.74,35.92,49.05,44.69,46.15,40.56,38.87,4.26,14.6,-5.89,1.17,6.45,0.18,9.4,8.09,1.91,0,1,1,0,1,0,3,0
2509,全坤建,8.41,1.86,36.56,0.84,25.78,9.71,4.82,0.89,25.4,38.76,44.06,41.36,33.2,58.29,50.64,44.09,38.14,40.83,2.55,24.98,25.5,17.32,5.27,0.78,14.75,0,5.29,0,1,1,1,1,0,4,0
2511,太子,4.61,0.72,25,5.18,5.14,3.89,3,5.82,29.72,28.36,25.1,18.53,23.31,51.91,52.36,55.89,53.18,48.78,11.51,10.49,7.7,6.1,11.66,0.54,11.05,29.97,4.89,0,1,1,0,1,1,4,0
2514,龍邦,9.03,1.97,32.1,13.28,0.27,9.94,12.46,9.19,98.82,42.36,4.99,7.24,7.09,28.6,26.53,54.16,60.65,58.05,71.44,22.41,9.54,10.47,7.97,0.27,16.5,32.77,1.64,0,1,1,0,1,1,4,0
2515,中工,3.98,0.55,7.97,1.36,1.78,1.54,2.96,12.28,11.72,9.53,9.6,7.02,1.98,47.34,49.75,53.67,51.52,52.32,2.76,3.22,2.45,4.45,15.48,0.27,8.01,11.68,3.37,0,1,0,0,1,1,3,0
2516,新建,-8.91,-0.92,-2.15,-20.99,2.86,1.35,-33.71,5.96,-5.58,1.37,1.66,-10.68,2.47,75.12,73.66,67.96,70.94,69.84,-6.31,0.89,0.45,-11.18,1.31,0.25,4.81,8.77,5.2,0,0,0,1,1,0,2,-1
2520,冠德,13.23,3.52,27.2,3.63,5.06,11.05,24.58,21.83,28.18,27.7,26.28,26,27.86,73.93,73.48,74.18,69.73,62.87,4.8,4.66,10.09,14.28,16.19,1.58,25.15,19.12,6.28,1,1,1,1,1,1,6,1
2524,京城,9.38,3.33,38.28,6.66,4.18,13.16,12,10.88,37.58,35.76,43.26,34.42,40.36,63.2,64.69,62.78,54.72,52.57,18.52,15.08,27.65,19.44,25.35,0.74,33.15,13.73,2.23,0,1,1,0,1,1,4,0
2527,宏璟,7.3,2.45,37.7,0.25,5.48,9.39,4.45,16.92,70.81,28.58,24.55,31.03,33.54,64.65,66.07,52.86,51.32,40.73,10.43,8.81,11.3,10.76,22.95,1.64,20.3,25.44,8.08,0,1,1,1,1,1,5,1
2528,皇普,-2.7,-0.24,25.89,-12.3,-3.72,-3.46,-6.29,12.29,13.83,2.18,74.72,14.13,24.58,28.57,60.3,66.44,69.55,74.43,-241.46,-32.06,-6924.47,-17.91,15.35,0.19,18.95,67.16,1,0,0,1,0,1,1,3,0
